LOCATION,Reporter country,FLOW,Flow,PARTNER,Partner country,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,Value
DNK,Denmark,EXP,Exports,USA,United States,A,Annual,2010,2010,USD,US Dollar,5384541898
DNK,Denmark,EXP,Exports,USA,United States,A,Annual,2011,2011,USD,US Dollar,6551771771
DNK,Denmark,EXP,Exports,USA,United States,A,Annual,2012,2012,USD,US Dollar,7012456472
DNK,Denmark,EXP,Exports,USA,United States,A,Annual,2013,2013,USD,US Dollar,6836809753
DNK,Denmark,EXP,Exports,USA,United States,A,Annual,2014,2014,USD,US Dollar,5274188463
DNK,Denmark,EXP,Exports,USA,United States,A,Annual,2015,2015,USD,US Dollar,5210768478
DNK,Denmark,EXP,Exports,USA,United States,A,Annual,2016,2016,USD,US Dollar,4684717546
DNK,Denmark,EXP,Exports,USA,United States,A,Annual,2017,2017,USD,US Dollar,4458279068
DNK,Denmark,EXP,Exports,USA,United States,A,Annual,2018,2018,USD,US Dollar,4750196696
DNK,Denmark,EXP,Exports,USA,United States,A,Annual,2019,2019,USD,US Dollar,5208622490
DNK,Denmark,EXP,Exports,USA,United States,A,Annual,2020,2020,USD,US Dollar,4915783793
DNK,Denmark,EXP,Exports,ARG,Argentina,A,Annual,2010,2010,USD,US Dollar,142563947
DNK,Denmark,EXP,Exports,ARG,Argentina,A,Annual,2011,2011,USD,US Dollar,224837479
DNK,Denmark,EXP,Exports,ARG,Argentina,A,Annual,2012,2012,USD,US Dollar,171105165
DNK,Denmark,EXP,Exports,ARG,Argentina,A,Annual,2013,2013,USD,US Dollar,160587865
DNK,Denmark,EXP,Exports,ARG,Argentina,A,Annual,2014,2014,USD,US Dollar,120417024
DNK,Denmark,EXP,Exports,ARG,Argentina,A,Annual,2015,2015,USD,US Dollar,129621768
DNK,Denmark,EXP,Exports,ARG,Argentina,A,Annual,2016,2016,USD,US Dollar,117528388
DNK,Denmark,EXP,Exports,ARG,Argentina,A,Annual,2017,2017,USD,US Dollar,127279194
DNK,Denmark,EXP,Exports,ARG,Argentina,A,Annual,2018,2018,USD,US Dollar,203403153
DNK,Denmark,EXP,Exports,ARG,Argentina,A,Annual,2019,2019,USD,US Dollar,138295505
DNK,Denmark,EXP,Exports,ARG,Argentina,A,Annual,2020,2020,USD,US Dollar,98427266
DNK,Denmark,EXP,Exports,BRA,Brazil,A,Annual,2010,2010,USD,US Dollar,476595186
DNK,Denmark,EXP,Exports,BRA,Brazil,A,Annual,2011,2011,USD,US Dollar,785103959
DNK,Denmark,EXP,Exports,BRA,Brazil,A,Annual,2012,2012,USD,US Dollar,763685607
DNK,Denmark,EXP,Exports,BRA,Brazil,A,Annual,2013,2013,USD,US Dollar,1054626071
DNK,Denmark,EXP,Exports,BRA,Brazil,A,Annual,2014,2014,USD,US Dollar,763895258
DNK,Denmark,EXP,Exports,BRA,Brazil,A,Annual,2015,2015,USD,US Dollar,492737407
DNK,Denmark,EXP,Exports,BRA,Brazil,A,Annual,2016,2016,USD,US Dollar,349706885
DNK,Denmark,EXP,Exports,BRA,Brazil,A,Annual,2017,2017,USD,US Dollar,392590352
DNK,Denmark,EXP,Exports,BRA,Brazil,A,Annual,2018,2018,USD,US Dollar,333027493
DNK,Denmark,EXP,Exports,BRA,Brazil,A,Annual,2019,2019,USD,US Dollar,387790748
DNK,Denmark,EXP,Exports,BRA,Brazil,A,Annual,2020,2020,USD,US Dollar,448067567
DNK,Denmark,EXP,Exports,CHL,Chile,A,Annual,2010,2010,USD,US Dollar,118665881
DNK,Denmark,EXP,Exports,CHL,Chile,A,Annual,2011,2011,USD,US Dollar,176465309
DNK,Denmark,EXP,Exports,CHL,Chile,A,Annual,2012,2012,USD,US Dollar,188611262
DNK,Denmark,EXP,Exports,CHL,Chile,A,Annual,2013,2013,USD,US Dollar,281561013
DNK,Denmark,EXP,Exports,CHL,Chile,A,Annual,2014,2014,USD,US Dollar,188463385
DNK,Denmark,EXP,Exports,CHL,Chile,A,Annual,2015,2015,USD,US Dollar,160282917
DNK,Denmark,EXP,Exports,CHL,Chile,A,Annual,2016,2016,USD,US Dollar,212607842
DNK,Denmark,EXP,Exports,CHL,Chile,A,Annual,2017,2017,USD,US Dollar,146204342
DNK,Denmark,EXP,Exports,CHL,Chile,A,Annual,2018,2018,USD,US Dollar,150945150
DNK,Denmark,EXP,Exports,CHL,Chile,A,Annual,2019,2019,USD,US Dollar,153488966
DNK,Denmark,EXP,Exports,CHL,Chile,A,Annual,2020,2020,USD,US Dollar,129100124
DNK,Denmark,EXP,Exports,CHN,China (People's Republic of),A,Annual,2010,2010,USD,US Dollar,2239615175
DNK,Denmark,EXP,Exports,CHN,China (People's Republic of),A,Annual,2011,2011,USD,US Dollar,2782017782
DNK,Denmark,EXP,Exports,CHN,China (People's Republic of),A,Annual,2012,2012,USD,US Dollar,2914106495
DNK,Denmark,EXP,Exports,CHN,China (People's Republic of),A,Annual,2013,2013,USD,US Dollar,3325702700
DNK,Denmark,EXP,Exports,CHN,China (People's Republic of),A,Annual,2014,2014,USD,US Dollar,3139939016
DNK,Denmark,EXP,Exports,CHN,China (People's Republic of),A,Annual,2015,2015,USD,US Dollar,3253249957
DNK,Denmark,EXP,Exports,CHN,China (People's Republic of),A,Annual,2016,2016,USD,US Dollar,3342450267
DNK,Denmark,EXP,Exports,CHN,China (People's Republic of),A,Annual,2017,2017,USD,US Dollar,3367512509
DNK,Denmark,EXP,Exports,CHN,China (People's Republic of),A,Annual,2018,2018,USD,US Dollar,3161843067
DNK,Denmark,EXP,Exports,CHN,China (People's Republic of),A,Annual,2019,2019,USD,US Dollar,3802085243
DNK,Denmark,EXP,Exports,CHN,China (People's Republic of),A,Annual,2020,2020,USD,US Dollar,4355269048
DNK,Denmark,EXP,Exports,EST,Estonia,A,Annual,2010,2010,USD,US Dollar,214366249
DNK,Denmark,EXP,Exports,EST,Estonia,A,Annual,2011,2011,USD,US Dollar,257184157
DNK,Denmark,EXP,Exports,EST,Estonia,A,Annual,2012,2012,USD,US Dollar,284067023
DNK,Denmark,EXP,Exports,EST,Estonia,A,Annual,2013,2013,USD,US Dollar,274924920
DNK,Denmark,EXP,Exports,EST,Estonia,A,Annual,2014,2014,USD,US Dollar,282323206
DNK,Denmark,EXP,Exports,EST,Estonia,A,Annual,2015,2015,USD,US Dollar,240087247
DNK,Denmark,EXP,Exports,EST,Estonia,A,Annual,2016,2016,USD,US Dollar,275449515
DNK,Denmark,EXP,Exports,EST,Estonia,A,Annual,2017,2017,USD,US Dollar,287068163
DNK,Denmark,EXP,Exports,EST,Estonia,A,Annual,2018,2018,USD,US Dollar,301268430
DNK,Denmark,EXP,Exports,EST,Estonia,A,Annual,2019,2019,USD,US Dollar,269381156
DNK,Denmark,EXP,Exports,EST,Estonia,A,Annual,2020,2020,USD,US Dollar,240985399
DNK,Denmark,EXP,Exports,IND,India,A,Annual,2010,2010,USD,US Dollar,412042713
DNK,Denmark,EXP,Exports,IND,India,A,Annual,2011,2011,USD,US Dollar,551303807
DNK,Denmark,EXP,Exports,IND,India,A,Annual,2012,2012,USD,US Dollar,420950251
DNK,Denmark,EXP,Exports,IND,India,A,Annual,2013,2013,USD,US Dollar,363989151
DNK,Denmark,EXP,Exports,IND,India,A,Annual,2014,2014,USD,US Dollar,337497777
DNK,Denmark,EXP,Exports,IND,India,A,Annual,2015,2015,USD,US Dollar,300043500
DNK,Denmark,EXP,Exports,IND,India,A,Annual,2016,2016,USD,US Dollar,334870299
DNK,Denmark,EXP,Exports,IND,India,A,Annual,2017,2017,USD,US Dollar,370156057
DNK,Denmark,EXP,Exports,IND,India,A,Annual,2018,2018,USD,US Dollar,459822901
DNK,Denmark,EXP,Exports,IND,India,A,Annual,2019,2019,USD,US Dollar,476955111
DNK,Denmark,EXP,Exports,IND,India,A,Annual,2020,2020,USD,US Dollar,422889521
DNK,Denmark,EXP,Exports,IDN,Indonesia,A,Annual,2010,2010,USD,US Dollar,135136226
DNK,Denmark,EXP,Exports,IDN,Indonesia,A,Annual,2011,2011,USD,US Dollar,113308366
DNK,Denmark,EXP,Exports,IDN,Indonesia,A,Annual,2012,2012,USD,US Dollar,166645098
DNK,Denmark,EXP,Exports,IDN,Indonesia,A,Annual,2013,2013,USD,US Dollar,179290126
DNK,Denmark,EXP,Exports,IDN,Indonesia,A,Annual,2014,2014,USD,US Dollar,128945292
DNK,Denmark,EXP,Exports,IDN,Indonesia,A,Annual,2015,2015,USD,US Dollar,129325970
DNK,Denmark,EXP,Exports,IDN,Indonesia,A,Annual,2016,2016,USD,US Dollar,116145473
DNK,Denmark,EXP,Exports,IDN,Indonesia,A,Annual,2017,2017,USD,US Dollar,184274046
DNK,Denmark,EXP,Exports,IDN,Indonesia,A,Annual,2018,2018,USD,US Dollar,123058644
DNK,Denmark,EXP,Exports,IDN,Indonesia,A,Annual,2019,2019,USD,US Dollar,147807556
DNK,Denmark,EXP,Exports,IDN,Indonesia,A,Annual,2020,2020,USD,US Dollar,115909073
DNK,Denmark,EXP,Exports,ISR,Israel,A,Annual,2010,2010,USD,US Dollar,167812585
DNK,Denmark,EXP,Exports,ISR,Israel,A,Annual,2011,2011,USD,US Dollar,220788938
DNK,Denmark,EXP,Exports,ISR,Israel,A,Annual,2012,2012,USD,US Dollar,196832884
DNK,Denmark,EXP,Exports,ISR,Israel,A,Annual,2013,2013,USD,US Dollar,225710745
DNK,Denmark,EXP,Exports,ISR,Israel,A,Annual,2014,2014,USD,US Dollar,148761589
DNK,Denmark,EXP,Exports,ISR,Israel,A,Annual,2015,2015,USD,US Dollar,151316411
DNK,Denmark,EXP,Exports,ISR,Israel,A,Annual,2016,2016,USD,US Dollar,146495045
DNK,Denmark,EXP,Exports,ISR,Israel,A,Annual,2017,2017,USD,US Dollar,154196213
DNK,Denmark,EXP,Exports,ISR,Israel,A,Annual,2018,2018,USD,US Dollar,157097617
DNK,Denmark,EXP,Exports,ISR,Israel,A,Annual,2019,2019,USD,US Dollar,162101134
DNK,Denmark,EXP,Exports,ISR,Israel,A,Annual,2020,2020,USD,US Dollar,169474593
DNK,Denmark,EXP,Exports,RUS,Russia,A,Annual,2010,2010,USD,US Dollar,1549040918
DNK,Denmark,EXP,Exports,RUS,Russia,A,Annual,2011,2011,USD,US Dollar,2079329213
DNK,Denmark,EXP,Exports,RUS,Russia,A,Annual,2012,2012,USD,US Dollar,1996399620
DNK,Denmark,EXP,Exports,RUS,Russia,A,Annual,2013,2013,USD,US Dollar,2057910121
DNK,Denmark,EXP,Exports,RUS,Russia,A,Annual,2014,2014,USD,US Dollar,1427285534
DNK,Denmark,EXP,Exports,RUS,Russia,A,Annual,2015,2015,USD,US Dollar,760579042
DNK,Denmark,EXP,Exports,RUS,Russia,A,Annual,2016,2016,USD,US Dollar,735305529
DNK,Denmark,EXP,Exports,RUS,Russia,A,Annual,2017,2017,USD,US Dollar,828284252
DNK,Denmark,EXP,Exports,RUS,Russia,A,Annual,2018,2018,USD,US Dollar,827465035
DNK,Denmark,EXP,Exports,RUS,Russia,A,Annual,2019,2019,USD,US Dollar,864775474
DNK,Denmark,EXP,Exports,RUS,Russia,A,Annual,2020,2020,USD,US Dollar,857700551
DNK,Denmark,EXP,Exports,SAU,Saudi Arabia,A,Annual,2010,2010,USD,US Dollar,492912989
DNK,Denmark,EXP,Exports,SAU,Saudi Arabia,A,Annual,2011,2011,USD,US Dollar,573848023
DNK,Denmark,EXP,Exports,SAU,Saudi Arabia,A,Annual,2012,2012,USD,US Dollar,686887632
DNK,Denmark,EXP,Exports,SAU,Saudi Arabia,A,Annual,2013,2013,USD,US Dollar,691572843
DNK,Denmark,EXP,Exports,SAU,Saudi Arabia,A,Annual,2014,2014,USD,US Dollar,603339129
DNK,Denmark,EXP,Exports,SAU,Saudi Arabia,A,Annual,2015,2015,USD,US Dollar,660641404
DNK,Denmark,EXP,Exports,SAU,Saudi Arabia,A,Annual,2016,2016,USD,US Dollar,574230359
DNK,Denmark,EXP,Exports,SAU,Saudi Arabia,A,Annual,2017,2017,USD,US Dollar,536541674
DNK,Denmark,EXP,Exports,SAU,Saudi Arabia,A,Annual,2018,2018,USD,US Dollar,621964198
DNK,Denmark,EXP,Exports,SAU,Saudi Arabia,A,Annual,2019,2019,USD,US Dollar,521052028
DNK,Denmark,EXP,Exports,SAU,Saudi Arabia,A,Annual,2020,2020,USD,US Dollar,534568217
DNK,Denmark,EXP,Exports,SVN,Slovenia,A,Annual,2010,2010,USD,US Dollar,89269165
DNK,Denmark,EXP,Exports,SVN,Slovenia,A,Annual,2011,2011,USD,US Dollar,101991480
DNK,Denmark,EXP,Exports,SVN,Slovenia,A,Annual,2012,2012,USD,US Dollar,94688789
DNK,Denmark,EXP,Exports,SVN,Slovenia,A,Annual,2013,2013,USD,US Dollar,94300426
DNK,Denmark,EXP,Exports,SVN,Slovenia,A,Annual,2014,2014,USD,US Dollar,84914363
DNK,Denmark,EXP,Exports,SVN,Slovenia,A,Annual,2015,2015,USD,US Dollar,82405362
DNK,Denmark,EXP,Exports,SVN,Slovenia,A,Annual,2016,2016,USD,US Dollar,82605997
DNK,Denmark,EXP,Exports,SVN,Slovenia,A,Annual,2017,2017,USD,US Dollar,89039076
DNK,Denmark,EXP,Exports,SVN,Slovenia,A,Annual,2018,2018,USD,US Dollar,101317644
DNK,Denmark,EXP,Exports,SVN,Slovenia,A,Annual,2019,2019,USD,US Dollar,105715209
DNK,Denmark,EXP,Exports,SVN,Slovenia,A,Annual,2020,2020,USD,US Dollar,97440041
DNK,Denmark,EXP,Exports,ZAF,South Africa,A,Annual,2010,2010,USD,US Dollar,226483516
DNK,Denmark,EXP,Exports,ZAF,South Africa,A,Annual,2011,2011,USD,US Dollar,293981776
DNK,Denmark,EXP,Exports,ZAF,South Africa,A,Annual,2012,2012,USD,US Dollar,304379090
DNK,Denmark,EXP,Exports,ZAF,South Africa,A,Annual,2013,2013,USD,US Dollar,408086820
DNK,Denmark,EXP,Exports,ZAF,South Africa,A,Annual,2014,2014,USD,US Dollar,280691363
DNK,Denmark,EXP,Exports,ZAF,South Africa,A,Annual,2015,2015,USD,US Dollar,362290315
DNK,Denmark,EXP,Exports,ZAF,South Africa,A,Annual,2016,2016,USD,US Dollar,303089275
DNK,Denmark,EXP,Exports,ZAF,South Africa,A,Annual,2017,2017,USD,US Dollar,311098924
DNK,Denmark,EXP,Exports,ZAF,South Africa,A,Annual,2018,2018,USD,US Dollar,262025219
DNK,Denmark,EXP,Exports,ZAF,South Africa,A,Annual,2019,2019,USD,US Dollar,324201297
DNK,Denmark,EXP,Exports,ZAF,South Africa,A,Annual,2020,2020,USD,US Dollar,219348113
DNK,Denmark,EXP,Exports,WLD,World,A,Annual,2010,2010,USD,US Dollar,97071105844
DNK,Denmark,EXP,Exports,WLD,World,A,Annual,2011,2011,USD,US Dollar,1.12643E+11
DNK,Denmark,EXP,Exports,WLD,World,A,Annual,2012,2012,USD,US Dollar,1.06781E+11
DNK,Denmark,EXP,Exports,WLD,World,A,Annual,2013,2013,USD,US Dollar,1.10941E+11
DNK,Denmark,EXP,Exports,WLD,World,A,Annual,2014,2014,USD,US Dollar,1.10088E+11
DNK,Denmark,EXP,Exports,WLD,World,A,Annual,2015,2015,USD,US Dollar,94363976795
DNK,Denmark,EXP,Exports,WLD,World,A,Annual,2016,2016,USD,US Dollar,93917563230
DNK,Denmark,EXP,Exports,WLD,World,A,Annual,2017,2017,USD,US Dollar,1.01622E+11
DNK,Denmark,EXP,Exports,WLD,World,A,Annual,2018,2018,USD,US Dollar,1.07753E+11
DNK,Denmark,EXP,Exports,WLD,World,A,Annual,2019,2019,USD,US Dollar,1.09865E+11
DNK,Denmark,EXP,Exports,WLD,World,A,Annual,2020,2020,USD,US Dollar,1.07029E+11
FIN,Finland,EXP,Exports,AUS,Australia,A,Annual,2010,2010,USD,US Dollar,521873908
FIN,Finland,EXP,Exports,AUS,Australia,A,Annual,2011,2011,USD,US Dollar,876464011
FIN,Finland,EXP,Exports,AUS,Australia,A,Annual,2012,2012,USD,US Dollar,747924024
FIN,Finland,EXP,Exports,AUS,Australia,A,Annual,2013,2013,USD,US Dollar,620892216
FIN,Finland,EXP,Exports,AUS,Australia,A,Annual,2014,2014,USD,US Dollar,555035256
FIN,Finland,EXP,Exports,AUS,Australia,A,Annual,2015,2015,USD,US Dollar,452411734
FIN,Finland,EXP,Exports,AUS,Australia,A,Annual,2016,2016,USD,US Dollar,430620029
FIN,Finland,EXP,Exports,AUS,Australia,A,Annual,2017,2017,USD,US Dollar,570909720
FIN,Finland,EXP,Exports,AUS,Australia,A,Annual,2018,2018,USD,US Dollar,743610788
FIN,Finland,EXP,Exports,AUS,Australia,A,Annual,2019,2019,USD,US Dollar,722396601
FIN,Finland,EXP,Exports,AUS,Australia,A,Annual,2020,2020,USD,US Dollar,707469644
FIN,Finland,EXP,Exports,AUT,Austria,A,Annual,2010,2010,USD,US Dollar,452046460
FIN,Finland,EXP,Exports,AUT,Austria,A,Annual,2011,2011,USD,US Dollar,550079106
FIN,Finland,EXP,Exports,AUT,Austria,A,Annual,2012,2012,USD,US Dollar,516177480
FIN,Finland,EXP,Exports,AUT,Austria,A,Annual,2013,2013,USD,US Dollar,435540613
FIN,Finland,EXP,Exports,AUT,Austria,A,Annual,2014,2014,USD,US Dollar,409510206
FIN,Finland,EXP,Exports,AUT,Austria,A,Annual,2015,2015,USD,US Dollar,343810053
FIN,Finland,EXP,Exports,AUT,Austria,A,Annual,2016,2016,USD,US Dollar,359955521
FIN,Finland,EXP,Exports,AUT,Austria,A,Annual,2017,2017,USD,US Dollar,393098376
FIN,Finland,EXP,Exports,AUT,Austria,A,Annual,2018,2018,USD,US Dollar,457049109
FIN,Finland,EXP,Exports,AUT,Austria,A,Annual,2019,2019,USD,US Dollar,459305364
FIN,Finland,EXP,Exports,AUT,Austria,A,Annual,2020,2020,USD,US Dollar,500704440
FIN,Finland,EXP,Exports,BEL,Belgium,A,Annual,2010,2010,USD,US Dollar,1895459372
FIN,Finland,EXP,Exports,BEL,Belgium,A,Annual,2011,2011,USD,US Dollar,2116716708
FIN,Finland,EXP,Exports,BEL,Belgium,A,Annual,2012,2012,USD,US Dollar,2045507929
FIN,Finland,EXP,Exports,BEL,Belgium,A,Annual,2013,2013,USD,US Dollar,2376323094
FIN,Finland,EXP,Exports,BEL,Belgium,A,Annual,2014,2014,USD,US Dollar,2233210385
FIN,Finland,EXP,Exports,BEL,Belgium,A,Annual,2015,2015,USD,US Dollar,1603566077
FIN,Finland,EXP,Exports,BEL,Belgium,A,Annual,2016,2016,USD,US Dollar,1826894425
FIN,Finland,EXP,Exports,BEL,Belgium,A,Annual,2017,2017,USD,US Dollar,2110347522
FIN,Finland,EXP,Exports,BEL,Belgium,A,Annual,2018,2018,USD,US Dollar,2183986526
FIN,Finland,EXP,Exports,BEL,Belgium,A,Annual,2019,2019,USD,US Dollar,2249561191
FIN,Finland,EXP,Exports,BEL,Belgium,A,Annual,2020,2020,USD,US Dollar,1805445994
FIN,Finland,EXP,Exports,CAN,Canada,A,Annual,2010,2010,USD,US Dollar,786091817
FIN,Finland,EXP,Exports,CAN,Canada,A,Annual,2011,2011,USD,US Dollar,1211651073
FIN,Finland,EXP,Exports,CAN,Canada,A,Annual,2012,2012,USD,US Dollar,690033089
FIN,Finland,EXP,Exports,CAN,Canada,A,Annual,2013,2013,USD,US Dollar,889656629
FIN,Finland,EXP,Exports,CAN,Canada,A,Annual,2014,2014,USD,US Dollar,920356693
FIN,Finland,EXP,Exports,CAN,Canada,A,Annual,2015,2015,USD,US Dollar,526386922
FIN,Finland,EXP,Exports,CAN,Canada,A,Annual,2016,2016,USD,US Dollar,433962179
FIN,Finland,EXP,Exports,CAN,Canada,A,Annual,2017,2017,USD,US Dollar,630844652
FIN,Finland,EXP,Exports,CAN,Canada,A,Annual,2018,2018,USD,US Dollar,768450884
FIN,Finland,EXP,Exports,CAN,Canada,A,Annual,2019,2019,USD,US Dollar,541887458
FIN,Finland,EXP,Exports,CAN,Canada,A,Annual,2020,2020,USD,US Dollar,597723873
FIN,Finland,EXP,Exports,CZE,Czech Republic,A,Annual,2010,2010,USD,US Dollar,300863083
FIN,Finland,EXP,Exports,CZE,Czech Republic,A,Annual,2011,2011,USD,US Dollar,356528010
FIN,Finland,EXP,Exports,CZE,Czech Republic,A,Annual,2012,2012,USD,US Dollar,316404915
FIN,Finland,EXP,Exports,CZE,Czech Republic,A,Annual,2013,2013,USD,US Dollar,307201510
FIN,Finland,EXP,Exports,CZE,Czech Republic,A,Annual,2014,2014,USD,US Dollar,345070976
FIN,Finland,EXP,Exports,CZE,Czech Republic,A,Annual,2015,2015,USD,US Dollar,302350488
FIN,Finland,EXP,Exports,CZE,Czech Republic,A,Annual,2016,2016,USD,US Dollar,279463359
FIN,Finland,EXP,Exports,CZE,Czech Republic,A,Annual,2017,2017,USD,US Dollar,314741779
FIN,Finland,EXP,Exports,CZE,Czech Republic,A,Annual,2018,2018,USD,US Dollar,400736156
FIN,Finland,EXP,Exports,CZE,Czech Republic,A,Annual,2019,2019,USD,US Dollar,388271149
FIN,Finland,EXP,Exports,CZE,Czech Republic,A,Annual,2020,2020,USD,US Dollar,363810065
FIN,Finland,EXP,Exports,DNK,Denmark,A,Annual,2010,2010,USD,US Dollar,1153180966
FIN,Finland,EXP,Exports,DNK,Denmark,A,Annual,2011,2011,USD,US Dollar,1360955815
FIN,Finland,EXP,Exports,DNK,Denmark,A,Annual,2012,2012,USD,US Dollar,1130537237
FIN,Finland,EXP,Exports,DNK,Denmark,A,Annual,2013,2013,USD,US Dollar,1256567579
FIN,Finland,EXP,Exports,DNK,Denmark,A,Annual,2014,2014,USD,US Dollar,1305313418
FIN,Finland,EXP,Exports,DNK,Denmark,A,Annual,2015,2015,USD,US Dollar,1012011736
FIN,Finland,EXP,Exports,DNK,Denmark,A,Annual,2016,2016,USD,US Dollar,964543562
FIN,Finland,EXP,Exports,DNK,Denmark,A,Annual,2017,2017,USD,US Dollar,1104738151
FIN,Finland,EXP,Exports,DNK,Denmark,A,Annual,2018,2018,USD,US Dollar,1361336637
FIN,Finland,EXP,Exports,DNK,Denmark,A,Annual,2019,2019,USD,US Dollar,1106654468
FIN,Finland,EXP,Exports,DNK,Denmark,A,Annual,2020,2020,USD,US Dollar,1087939331
FIN,Finland,EXP,Exports,FRA,France,A,Annual,2010,2010,USD,US Dollar,2201051888
FIN,Finland,EXP,Exports,FRA,France,A,Annual,2011,2011,USD,US Dollar,2307825617
FIN,Finland,EXP,Exports,FRA,France,A,Annual,2012,2012,USD,US Dollar,2067200420
FIN,Finland,EXP,Exports,FRA,France,A,Annual,2013,2013,USD,US Dollar,2279071989
FIN,Finland,EXP,Exports,FRA,France,A,Annual,2014,2014,USD,US Dollar,1979401694
FIN,Finland,EXP,Exports,FRA,France,A,Annual,2015,2015,USD,US Dollar,1642709000
FIN,Finland,EXP,Exports,FRA,France,A,Annual,2016,2016,USD,US Dollar,1731953450
FIN,Finland,EXP,Exports,FRA,France,A,Annual,2017,2017,USD,US Dollar,2024844617
FIN,Finland,EXP,Exports,FRA,France,A,Annual,2018,2018,USD,US Dollar,2082199166
FIN,Finland,EXP,Exports,FRA,France,A,Annual,2019,2019,USD,US Dollar,2125480575
FIN,Finland,EXP,Exports,FRA,France,A,Annual,2020,2020,USD,US Dollar,2061973121
FIN,Finland,EXP,Exports,DEU,Germany,A,Annual,2010,2010,USD,US Dollar,6333508210
FIN,Finland,EXP,Exports,DEU,Germany,A,Annual,2011,2011,USD,US Dollar,7151352026
FIN,Finland,EXP,Exports,DEU,Germany,A,Annual,2012,2012,USD,US Dollar,6121003126
FIN,Finland,EXP,Exports,DEU,Germany,A,Annual,2013,2013,USD,US Dollar,6711650132
FIN,Finland,EXP,Exports,DEU,Germany,A,Annual,2014,2014,USD,US Dollar,8638482454
FIN,Finland,EXP,Exports,DEU,Germany,A,Annual,2015,2015,USD,US Dollar,8103421997
FIN,Finland,EXP,Exports,DEU,Germany,A,Annual,2016,2016,USD,US Dollar,7368827357
FIN,Finland,EXP,Exports,DEU,Germany,A,Annual,2017,2017,USD,US Dollar,9397828746
FIN,Finland,EXP,Exports,DEU,Germany,A,Annual,2018,2018,USD,US Dollar,11212551219
FIN,Finland,EXP,Exports,DEU,Germany,A,Annual,2019,2019,USD,US Dollar,10443594865
FIN,Finland,EXP,Exports,DEU,Germany,A,Annual,2020,2020,USD,US Dollar,8897715358
FIN,Finland,EXP,Exports,GRC,Greece,A,Annual,2010,2010,USD,US Dollar,235879118
FIN,Finland,EXP,Exports,GRC,Greece,A,Annual,2011,2011,USD,US Dollar,203189714
FIN,Finland,EXP,Exports,GRC,Greece,A,Annual,2012,2012,USD,US Dollar,140208113
FIN,Finland,EXP,Exports,GRC,Greece,A,Annual,2013,2013,USD,US Dollar,148404620
FIN,Finland,EXP,Exports,GRC,Greece,A,Annual,2014,2014,USD,US Dollar,152936179
FIN,Finland,EXP,Exports,GRC,Greece,A,Annual,2015,2015,USD,US Dollar,112438244
FIN,Finland,EXP,Exports,GRC,Greece,A,Annual,2016,2016,USD,US Dollar,123546664
FIN,Finland,EXP,Exports,GRC,Greece,A,Annual,2017,2017,USD,US Dollar,134560223
FIN,Finland,EXP,Exports,GRC,Greece,A,Annual,2018,2018,USD,US Dollar,153881724
FIN,Finland,EXP,Exports,GRC,Greece,A,Annual,2019,2019,USD,US Dollar,148627926
FIN,Finland,EXP,Exports,GRC,Greece,A,Annual,2020,2020,USD,US Dollar,146448652
FIN,Finland,EXP,Exports,HUN,Hungary,A,Annual,2010,2010,USD,US Dollar,295627600
FIN,Finland,EXP,Exports,HUN,Hungary,A,Annual,2011,2011,USD,US Dollar,335367526
FIN,Finland,EXP,Exports,HUN,Hungary,A,Annual,2012,2012,USD,US Dollar,444400324
FIN,Finland,EXP,Exports,HUN,Hungary,A,Annual,2013,2013,USD,US Dollar,265523001
FIN,Finland,EXP,Exports,HUN,Hungary,A,Annual,2014,2014,USD,US Dollar,298651829
FIN,Finland,EXP,Exports,HUN,Hungary,A,Annual,2015,2015,USD,US Dollar,237977911
FIN,Finland,EXP,Exports,HUN,Hungary,A,Annual,2016,2016,USD,US Dollar,270327600
FIN,Finland,EXP,Exports,HUN,Hungary,A,Annual,2017,2017,USD,US Dollar,286988164
FIN,Finland,EXP,Exports,HUN,Hungary,A,Annual,2018,2018,USD,US Dollar,342692203
FIN,Finland,EXP,Exports,HUN,Hungary,A,Annual,2019,2019,USD,US Dollar,285151596
FIN,Finland,EXP,Exports,HUN,Hungary,A,Annual,2020,2020,USD,US Dollar,222796146
FIN,Finland,EXP,Exports,ISL,Iceland,A,Annual,2010,2010,USD,US Dollar,198767961
FIN,Finland,EXP,Exports,ISL,Iceland,A,Annual,2011,2011,USD,US Dollar,33432948
FIN,Finland,EXP,Exports,ISL,Iceland,A,Annual,2012,2012,USD,US Dollar,34394867
FIN,Finland,EXP,Exports,ISL,Iceland,A,Annual,2013,2013,USD,US Dollar,34910154
FIN,Finland,EXP,Exports,ISL,Iceland,A,Annual,2014,2014,USD,US Dollar,43910327
FIN,Finland,EXP,Exports,ISL,Iceland,A,Annual,2015,2015,USD,US Dollar,39050811
FIN,Finland,EXP,Exports,ISL,Iceland,A,Annual,2016,2016,USD,US Dollar,45005023
FIN,Finland,EXP,Exports,ISL,Iceland,A,Annual,2017,2017,USD,US Dollar,57462126
FIN,Finland,EXP,Exports,ISL,Iceland,A,Annual,2018,2018,USD,US Dollar,58519229
FIN,Finland,EXP,Exports,ISL,Iceland,A,Annual,2019,2019,USD,US Dollar,57810102
FIN,Finland,EXP,Exports,ISL,Iceland,A,Annual,2020,2020,USD,US Dollar,53651703
