LOCATION,Reporter country,FLOW,Flow,PARTNER,Partner country,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,Value
AUS,Australia,EXP,Exports,AUT,Austria,A,Annual,2011,2011,USD,US Dollar,73144918
AUS,Australia,EXP,Exports,AUT,Austria,A,Annual,2012,2012,USD,US Dollar,71483059
AUS,Australia,EXP,Exports,AUT,Austria,A,Annual,2013,2013,USD,US Dollar,67897422
AUS,Australia,EXP,Exports,AUT,Austria,A,Annual,2014,2014,USD,US Dollar,61114752
AUS,Australia,EXP,Exports,AUT,Austria,A,Annual,2015,2015,USD,US Dollar,54730242
AUS,Australia,EXP,Exports,AUT,Austria,A,Annual,2016,2016,USD,US Dollar,25706711
AUS,Australia,EXP,Exports,AUT,Austria,A,Annual,2017,2017,USD,US Dollar,34765478
AUS,Australia,EXP,Exports,AUT,Austria,A,Annual,2018,2018,USD,US Dollar,27167959
AUS,Australia,EXP,Exports,AUT,Austria,A,Annual,2019,2019,USD,US Dollar,21381536
AUS,Australia,EXP,Exports,AUT,Austria,A,Annual,2020,2020,USD,US Dollar,26421911
AUS,Australia,EXP,Exports,BEL,Belgium,A,Annual,2011,2011,USD,US Dollar,1237897212
AUS,Australia,EXP,Exports,BEL,Belgium,A,Annual,2012,2012,USD,US Dollar,1434062444
AUS,Australia,EXP,Exports,BEL,Belgium,A,Annual,2013,2013,USD,US Dollar,1049939589
AUS,Australia,EXP,Exports,BEL,Belgium,A,Annual,2014,2014,USD,US Dollar,915627559
AUS,Australia,EXP,Exports,BEL,Belgium,A,Annual,2015,2015,USD,US Dollar,835177781
AUS,Australia,EXP,Exports,BEL,Belgium,A,Annual,2016,2016,USD,US Dollar,638302640
AUS,Australia,EXP,Exports,BEL,Belgium,A,Annual,2017,2017,USD,US Dollar,889526722
AUS,Australia,EXP,Exports,BEL,Belgium,A,Annual,2018,2018,USD,US Dollar,723467779
AUS,Australia,EXP,Exports,BEL,Belgium,A,Annual,2019,2019,USD,US Dollar,951587662
AUS,Australia,EXP,Exports,BEL,Belgium,A,Annual,2020,2020,USD,US Dollar,600818980
AUS,Australia,EXP,Exports,CAN,Canada,A,Annual,2011,2011,USD,US Dollar,1288512980
AUS,Australia,EXP,Exports,CAN,Canada,A,Annual,2012,2012,USD,US Dollar,1374379463
AUS,Australia,EXP,Exports,CAN,Canada,A,Annual,2013,2013,USD,US Dollar,1053995699
AUS,Australia,EXP,Exports,CAN,Canada,A,Annual,2014,2014,USD,US Dollar,1014606743
AUS,Australia,EXP,Exports,CAN,Canada,A,Annual,2015,2015,USD,US Dollar,984218353
AUS,Australia,EXP,Exports,CAN,Canada,A,Annual,2016,2016,USD,US Dollar,1185141298
AUS,Australia,EXP,Exports,CAN,Canada,A,Annual,2017,2017,USD,US Dollar,1100783741
AUS,Australia,EXP,Exports,CAN,Canada,A,Annual,2018,2018,USD,US Dollar,1417549727
AUS,Australia,EXP,Exports,CAN,Canada,A,Annual,2019,2019,USD,US Dollar,1520372761
AUS,Australia,EXP,Exports,CAN,Canada,A,Annual,2020,2020,USD,US Dollar,1446602753
AUS,Australia,EXP,Exports,CZE,Czech Republic,A,Annual,2011,2011,USD,US Dollar,116485473
AUS,Australia,EXP,Exports,CZE,Czech Republic,A,Annual,2012,2012,USD,US Dollar,108516181
AUS,Australia,EXP,Exports,CZE,Czech Republic,A,Annual,2013,2013,USD,US Dollar,108137231
AUS,Australia,EXP,Exports,CZE,Czech Republic,A,Annual,2014,2014,USD,US Dollar,108056992
AUS,Australia,EXP,Exports,CZE,Czech Republic,A,Annual,2015,2015,USD,US Dollar,104264230
AUS,Australia,EXP,Exports,CZE,Czech Republic,A,Annual,2016,2016,USD,US Dollar,107411622
AUS,Australia,EXP,Exports,CZE,Czech Republic,A,Annual,2017,2017,USD,US Dollar,132242671
AUS,Australia,EXP,Exports,CZE,Czech Republic,A,Annual,2018,2018,USD,US Dollar,137272057
AUS,Australia,EXP,Exports,CZE,Czech Republic,A,Annual,2019,2019,USD,US Dollar,91102266
AUS,Australia,EXP,Exports,CZE,Czech Republic,A,Annual,2020,2020,USD,US Dollar,70170344
AUS,Australia,EXP,Exports,DNK,Denmark,A,Annual,2011,2011,USD,US Dollar,159664597
AUS,Australia,EXP,Exports,DNK,Denmark,A,Annual,2012,2012,USD,US Dollar,149572802
AUS,Australia,EXP,Exports,DNK,Denmark,A,Annual,2013,2013,USD,US Dollar,99554816
AUS,Australia,EXP,Exports,DNK,Denmark,A,Annual,2014,2014,USD,US Dollar,102187456
AUS,Australia,EXP,Exports,DNK,Denmark,A,Annual,2015,2015,USD,US Dollar,90742346
AUS,Australia,EXP,Exports,DNK,Denmark,A,Annual,2016,2016,USD,US Dollar,98667471
AUS,Australia,EXP,Exports,DNK,Denmark,A,Annual,2017,2017,USD,US Dollar,120178953
AUS,Australia,EXP,Exports,DNK,Denmark,A,Annual,2018,2018,USD,US Dollar,71439422
AUS,Australia,EXP,Exports,DNK,Denmark,A,Annual,2019,2019,USD,US Dollar,84846888
AUS,Australia,EXP,Exports,DNK,Denmark,A,Annual,2020,2020,USD,US Dollar,79985247
AUS,Australia,EXP,Exports,FIN,Finland,A,Annual,2011,2011,USD,US Dollar,156250813
AUS,Australia,EXP,Exports,FIN,Finland,A,Annual,2012,2012,USD,US Dollar,124116206
AUS,Australia,EXP,Exports,FIN,Finland,A,Annual,2013,2013,USD,US Dollar,65446639
AUS,Australia,EXP,Exports,FIN,Finland,A,Annual,2014,2014,USD,US Dollar,42513376
AUS,Australia,EXP,Exports,FIN,Finland,A,Annual,2015,2015,USD,US Dollar,27181775
AUS,Australia,EXP,Exports,FIN,Finland,A,Annual,2016,2016,USD,US Dollar,51571392
AUS,Australia,EXP,Exports,FIN,Finland,A,Annual,2017,2017,USD,US Dollar,44838197
AUS,Australia,EXP,Exports,FIN,Finland,A,Annual,2018,2018,USD,US Dollar,65858076
AUS,Australia,EXP,Exports,FIN,Finland,A,Annual,2019,2019,USD,US Dollar,51883346
AUS,Australia,EXP,Exports,FIN,Finland,A,Annual,2020,2020,USD,US Dollar,95851042
AUS,Australia,EXP,Exports,FRA,France,A,Annual,2011,2011,USD,US Dollar,1092649124
AUS,Australia,EXP,Exports,FRA,France,A,Annual,2012,2012,USD,US Dollar,920409007
AUS,Australia,EXP,Exports,FRA,France,A,Annual,2013,2013,USD,US Dollar,1157545445
AUS,Australia,EXP,Exports,FRA,France,A,Annual,2014,2014,USD,US Dollar,1008819993
AUS,Australia,EXP,Exports,FRA,France,A,Annual,2015,2015,USD,US Dollar,822999663
AUS,Australia,EXP,Exports,FRA,France,A,Annual,2016,2016,USD,US Dollar,778613624
AUS,Australia,EXP,Exports,FRA,France,A,Annual,2017,2017,USD,US Dollar,996745891
AUS,Australia,EXP,Exports,FRA,France,A,Annual,2018,2018,USD,US Dollar,1230485955
AUS,Australia,EXP,Exports,FRA,France,A,Annual,2019,2019,USD,US Dollar,1097210410
AUS,Australia,EXP,Exports,FRA,France,A,Annual,2020,2020,USD,US Dollar,1273458743
AUS,Australia,EXP,Exports,DEU,Germany,A,Annual,2011,2011,USD,US Dollar,1936154361
AUS,Australia,EXP,Exports,DEU,Germany,A,Annual,2012,2012,USD,US Dollar,1678758213
AUS,Australia,EXP,Exports,DEU,Germany,A,Annual,2013,2013,USD,US Dollar,1379235677
AUS,Australia,EXP,Exports,DEU,Germany,A,Annual,2014,2014,USD,US Dollar,1223377143
AUS,Australia,EXP,Exports,DEU,Germany,A,Annual,2015,2015,USD,US Dollar,1136426479
AUS,Australia,EXP,Exports,DEU,Germany,A,Annual,2016,2016,USD,US Dollar,1305684288
AUS,Australia,EXP,Exports,DEU,Germany,A,Annual,2017,2017,USD,US Dollar,1528996710
AUS,Australia,EXP,Exports,DEU,Germany,A,Annual,2018,2018,USD,US Dollar,1679207699
AUS,Australia,EXP,Exports,DEU,Germany,A,Annual,2019,2019,USD,US Dollar,1720758420
AUS,Australia,EXP,Exports,DEU,Germany,A,Annual,2020,2020,USD,US Dollar,2024013945
AUS,Australia,EXP,Exports,GRC,Greece,A,Annual,2011,2011,USD,US Dollar,19066432
AUS,Australia,EXP,Exports,GRC,Greece,A,Annual,2012,2012,USD,US Dollar,26746666
AUS,Australia,EXP,Exports,GRC,Greece,A,Annual,2013,2013,USD,US Dollar,10336313
AUS,Australia,EXP,Exports,GRC,Greece,A,Annual,2014,2014,USD,US Dollar,10971815
AUS,Australia,EXP,Exports,GRC,Greece,A,Annual,2015,2015,USD,US Dollar,10655465
AUS,Australia,EXP,Exports,GRC,Greece,A,Annual,2016,2016,USD,US Dollar,12109822
AUS,Australia,EXP,Exports,GRC,Greece,A,Annual,2017,2017,USD,US Dollar,14759118
AUS,Australia,EXP,Exports,GRC,Greece,A,Annual,2018,2018,USD,US Dollar,23635700
AUS,Australia,EXP,Exports,GRC,Greece,A,Annual,2019,2019,USD,US Dollar,24575950
AUS,Australia,EXP,Exports,GRC,Greece,A,Annual,2020,2020,USD,US Dollar,41086581
AUS,Australia,EXP,Exports,HUN,Hungary,A,Annual,2011,2011,USD,US Dollar,14407675
AUS,Australia,EXP,Exports,HUN,Hungary,A,Annual,2012,2012,USD,US Dollar,12091800
AUS,Australia,EXP,Exports,HUN,Hungary,A,Annual,2013,2013,USD,US Dollar,17604242
AUS,Australia,EXP,Exports,HUN,Hungary,A,Annual,2014,2014,USD,US Dollar,15895085
AUS,Australia,EXP,Exports,HUN,Hungary,A,Annual,2015,2015,USD,US Dollar,19018661
AUS,Australia,EXP,Exports,HUN,Hungary,A,Annual,2016,2016,USD,US Dollar,23712395
AUS,Australia,EXP,Exports,HUN,Hungary,A,Annual,2017,2017,USD,US Dollar,21536287
AUS,Australia,EXP,Exports,HUN,Hungary,A,Annual,2018,2018,USD,US Dollar,27096601
AUS,Australia,EXP,Exports,HUN,Hungary,A,Annual,2019,2019,USD,US Dollar,43047491
AUS,Australia,EXP,Exports,HUN,Hungary,A,Annual,2020,2020,USD,US Dollar,38434561
AUS,Australia,EXP,Exports,ISL,Iceland,A,Annual,2011,2011,USD,US Dollar,3173101
AUS,Australia,EXP,Exports,ISL,Iceland,A,Annual,2012,2012,USD,US Dollar,3662585
AUS,Australia,EXP,Exports,ISL,Iceland,A,Annual,2013,2013,USD,US Dollar,1595961
AUS,Australia,EXP,Exports,ISL,Iceland,A,Annual,2014,2014,USD,US Dollar,3751190
AUS,Australia,EXP,Exports,ISL,Iceland,A,Annual,2015,2015,USD,US Dollar,1546396
AUS,Australia,EXP,Exports,ISL,Iceland,A,Annual,2016,2016,USD,US Dollar,171869094
AUS,Australia,EXP,Exports,ISL,Iceland,A,Annual,2017,2017,USD,US Dollar,187477108
AUS,Australia,EXP,Exports,ISL,Iceland,A,Annual,2018,2018,USD,US Dollar,317806868
AUS,Australia,EXP,Exports,ISL,Iceland,A,Annual,2019,2019,USD,US Dollar,182877459
AUS,Australia,EXP,Exports,ISL,Iceland,A,Annual,2020,2020,USD,US Dollar,39093788
AUS,Australia,EXP,Exports,IRL,Ireland,A,Annual,2011,2011,USD,US Dollar,98727647
AUS,Australia,EXP,Exports,IRL,Ireland,A,Annual,2012,2012,USD,US Dollar,80109612
AUS,Australia,EXP,Exports,IRL,Ireland,A,Annual,2013,2013,USD,US Dollar,64693763
AUS,Australia,EXP,Exports,IRL,Ireland,A,Annual,2014,2014,USD,US Dollar,46337161
AUS,Australia,EXP,Exports,IRL,Ireland,A,Annual,2015,2015,USD,US Dollar,48155631
AUS,Australia,EXP,Exports,IRL,Ireland,A,Annual,2016,2016,USD,US Dollar,77132898
AUS,Australia,EXP,Exports,IRL,Ireland,A,Annual,2017,2017,USD,US Dollar,75282870
AUS,Australia,EXP,Exports,IRL,Ireland,A,Annual,2018,2018,USD,US Dollar,79409751
AUS,Australia,EXP,Exports,IRL,Ireland,A,Annual,2019,2019,USD,US Dollar,62938652
AUS,Australia,EXP,Exports,IRL,Ireland,A,Annual,2020,2020,USD,US Dollar,82702706
AUS,Australia,EXP,Exports,ITA,Italy,A,Annual,2011,2011,USD,US Dollar,1137659617
AUS,Australia,EXP,Exports,ITA,Italy,A,Annual,2012,2012,USD,US Dollar,806268526
AUS,Australia,EXP,Exports,ITA,Italy,A,Annual,2013,2013,USD,US Dollar,661226077
AUS,Australia,EXP,Exports,ITA,Italy,A,Annual,2014,2014,USD,US Dollar,585620238
AUS,Australia,EXP,Exports,ITA,Italy,A,Annual,2015,2015,USD,US Dollar,549864006
AUS,Australia,EXP,Exports,ITA,Italy,A,Annual,2016,2016,USD,US Dollar,507468095
AUS,Australia,EXP,Exports,ITA,Italy,A,Annual,2017,2017,USD,US Dollar,561779131
AUS,Australia,EXP,Exports,ITA,Italy,A,Annual,2018,2018,USD,US Dollar,643205821
AUS,Australia,EXP,Exports,ITA,Italy,A,Annual,2019,2019,USD,US Dollar,466524448
AUS,Australia,EXP,Exports,ITA,Italy,A,Annual,2020,2020,USD,US Dollar,355602497
AUS,Australia,EXP,Exports,JPN,Japan,A,Annual,2011,2011,USD,US Dollar,41582449862
AUS,Australia,EXP,Exports,JPN,Japan,A,Annual,2012,2012,USD,US Dollar,36641054073
AUS,Australia,EXP,Exports,JPN,Japan,A,Annual,2013,2013,USD,US Dollar,31193119531
AUS,Australia,EXP,Exports,JPN,Japan,A,Annual,2014,2014,USD,US Dollar,27482929393
AUS,Australia,EXP,Exports,JPN,Japan,A,Annual,2015,2015,USD,US Dollar,20505085409
AUS,Australia,EXP,Exports,JPN,Japan,A,Annual,2016,2016,USD,US Dollar,19401063797
AUS,Australia,EXP,Exports,JPN,Japan,A,Annual,2017,2017,USD,US Dollar,25565133577
AUS,Australia,EXP,Exports,JPN,Japan,A,Annual,2018,2018,USD,US Dollar,41336430882
AUS,Australia,EXP,Exports,JPN,Japan,A,Annual,2019,2019,USD,US Dollar,39362877871
AUS,Australia,EXP,Exports,JPN,Japan,A,Annual,2020,2020,USD,US Dollar,30178985483
AUS,Australia,EXP,Exports,KOR,Korea,A,Annual,2011,2011,USD,US Dollar,23036373990
AUS,Australia,EXP,Exports,KOR,Korea,A,Annual,2012,2012,USD,US Dollar,19697178042
AUS,Australia,EXP,Exports,KOR,Korea,A,Annual,2013,2013,USD,US Dollar,17698988486
AUS,Australia,EXP,Exports,KOR,Korea,A,Annual,2014,2014,USD,US Dollar,15630692553
AUS,Australia,EXP,Exports,KOR,Korea,A,Annual,2015,2015,USD,US Dollar,11829492654
AUS,Australia,EXP,Exports,KOR,Korea,A,Annual,2016,2016,USD,US Dollar,11154717073
AUS,Australia,EXP,Exports,KOR,Korea,A,Annual,2017,2017,USD,US Dollar,13652734788
AUS,Australia,EXP,Exports,KOR,Korea,A,Annual,2018,2018,USD,US Dollar,17669793215
AUS,Australia,EXP,Exports,KOR,Korea,A,Annual,2019,2019,USD,US Dollar,17566012576
AUS,Australia,EXP,Exports,KOR,Korea,A,Annual,2020,2020,USD,US Dollar,15911056936
AUS,Australia,EXP,Exports,LUX,Luxembourg,A,Annual,2011,2011,USD,US Dollar,986138
AUS,Australia,EXP,Exports,LUX,Luxembourg,A,Annual,2012,2012,USD,US Dollar,1829882
AUS,Australia,EXP,Exports,LUX,Luxembourg,A,Annual,2013,2013,USD,US Dollar,2409193
AUS,Australia,EXP,Exports,LUX,Luxembourg,A,Annual,2014,2014,USD,US Dollar,749390
AUS,Australia,EXP,Exports,LUX,Luxembourg,A,Annual,2015,2015,USD,US Dollar,9151186
AUS,Australia,EXP,Exports,LUX,Luxembourg,A,Annual,2016,2016,USD,US Dollar,1420293
AUS,Australia,EXP,Exports,LUX,Luxembourg,A,Annual,2017,2017,USD,US Dollar,2299173
AUS,Australia,EXP,Exports,LUX,Luxembourg,A,Annual,2018,2018,USD,US Dollar,43195423
AUS,Australia,EXP,Exports,LUX,Luxembourg,A,Annual,2019,2019,USD,US Dollar,14424934
AUS,Australia,EXP,Exports,LUX,Luxembourg,A,Annual,2020,2020,USD,US Dollar,1738769
AUS,Australia,EXP,Exports,MEX,Mexico,A,Annual,2011,2011,USD,US Dollar,1159872536
AUS,Australia,EXP,Exports,MEX,Mexico,A,Annual,2012,2012,USD,US Dollar,879431904
AUS,Australia,EXP,Exports,MEX,Mexico,A,Annual,2013,2013,USD,US Dollar,352231311
AUS,Australia,EXP,Exports,MEX,Mexico,A,Annual,2014,2014,USD,US Dollar,438087548
AUS,Australia,EXP,Exports,MEX,Mexico,A,Annual,2015,2015,USD,US Dollar,405059809
AUS,Australia,EXP,Exports,MEX,Mexico,A,Annual,2016,2016,USD,US Dollar,271221726
AUS,Australia,EXP,Exports,MEX,Mexico,A,Annual,2017,2017,USD,US Dollar,133005519
AUS,Australia,EXP,Exports,MEX,Mexico,A,Annual,2018,2018,USD,US Dollar,190654452
AUS,Australia,EXP,Exports,MEX,Mexico,A,Annual,2019,2019,USD,US Dollar,190098795
AUS,Australia,EXP,Exports,MEX,Mexico,A,Annual,2020,2020,USD,US Dollar,140191893
AUS,Australia,EXP,Exports,NLD,Netherlands,A,Annual,2011,2011,USD,US Dollar,2993995869
AUS,Australia,EXP,Exports,NLD,Netherlands,A,Annual,2012,2012,USD,US Dollar,2489785012
AUS,Australia,EXP,Exports,NLD,Netherlands,A,Annual,2013,2013,USD,US Dollar,2004563756
AUS,Australia,EXP,Exports,NLD,Netherlands,A,Annual,2014,2014,USD,US Dollar,1733149682
AUS,Australia,EXP,Exports,NLD,Netherlands,A,Annual,2015,2015,USD,US Dollar,1716650616
AUS,Australia,EXP,Exports,NLD,Netherlands,A,Annual,2016,2016,USD,US Dollar,1648814008
AUS,Australia,EXP,Exports,NLD,Netherlands,A,Annual,2017,2017,USD,US Dollar,2148671568
AUS,Australia,EXP,Exports,NLD,Netherlands,A,Annual,2018,2018,USD,US Dollar,2571793937
AUS,Australia,EXP,Exports,NLD,Netherlands,A,Annual,2019,2019,USD,US Dollar,2206447206
AUS,Australia,EXP,Exports,NLD,Netherlands,A,Annual,2020,2020,USD,US Dollar,1737338560
AUS,Australia,EXP,Exports,NZL,New Zealand,A,Annual,2011,2011,USD,US Dollar,7440270130
AUS,Australia,EXP,Exports,NZL,New Zealand,A,Annual,2012,2012,USD,US Dollar,7403001182
AUS,Australia,EXP,Exports,NZL,New Zealand,A,Annual,2013,2013,USD,US Dollar,6781413636
AUS,Australia,EXP,Exports,NZL,New Zealand,A,Annual,2014,2014,USD,US Dollar,6977441745
AUS,Australia,EXP,Exports,NZL,New Zealand,A,Annual,2015,2015,USD,US Dollar,6087315953
AUS,Australia,EXP,Exports,NZL,New Zealand,A,Annual,2016,2016,USD,US Dollar,6409643435
AUS,Australia,EXP,Exports,NZL,New Zealand,A,Annual,2017,2017,USD,US Dollar,6812391383
AUS,Australia,EXP,Exports,NZL,New Zealand,A,Annual,2018,2018,USD,US Dollar,7160559486
AUS,Australia,EXP,Exports,NZL,New Zealand,A,Annual,2019,2019,USD,US Dollar,7053253615
AUS,Australia,EXP,Exports,NZL,New Zealand,A,Annual,2020,2020,USD,US Dollar,6957474596
AUS,Australia,EXP,Exports,NOR,Norway,A,Annual,2011,2011,USD,US Dollar,48103181
AUS,Australia,EXP,Exports,NOR,Norway,A,Annual,2012,2012,USD,US Dollar,52813584
AUS,Australia,EXP,Exports,NOR,Norway,A,Annual,2013,2013,USD,US Dollar,86085861
AUS,Australia,EXP,Exports,NOR,Norway,A,Annual,2014,2014,USD,US Dollar,181381813
AUS,Australia,EXP,Exports,NOR,Norway,A,Annual,2015,2015,USD,US Dollar,41291475
AUS,Australia,EXP,Exports,NOR,Norway,A,Annual,2016,2016,USD,US Dollar,41793722
AUS,Australia,EXP,Exports,NOR,Norway,A,Annual,2017,2017,USD,US Dollar,50863059
AUS,Australia,EXP,Exports,NOR,Norway,A,Annual,2018,2018,USD,US Dollar,127174673
AUS,Australia,EXP,Exports,NOR,Norway,A,Annual,2019,2019,USD,US Dollar,159254459
AUS,Australia,EXP,Exports,NOR,Norway,A,Annual,2020,2020,USD,US Dollar,102470388
AUS,Australia,EXP,Exports,POL,Poland,A,Annual,2011,2011,USD,US Dollar,28489826
AUS,Australia,EXP,Exports,POL,Poland,A,Annual,2012,2012,USD,US Dollar,65118366
AUS,Australia,EXP,Exports,POL,Poland,A,Annual,2013,2013,USD,US Dollar,130675729
AUS,Australia,EXP,Exports,POL,Poland,A,Annual,2014,2014,USD,US Dollar,290864811
AUS,Australia,EXP,Exports,POL,Poland,A,Annual,2015,2015,USD,US Dollar,249606599
AUS,Australia,EXP,Exports,POL,Poland,A,Annual,2016,2016,USD,US Dollar,225181536
AUS,Australia,EXP,Exports,POL,Poland,A,Annual,2017,2017,USD,US Dollar,332824741
AUS,Australia,EXP,Exports,POL,Poland,A,Annual,2018,2018,USD,US Dollar,377746887
AUS,Australia,EXP,Exports,POL,Poland,A,Annual,2019,2019,USD,US Dollar,401507801
AUS,Australia,EXP,Exports,POL,Poland,A,Annual,2020,2020,USD,US Dollar,193319957
AUS,Australia,EXP,Exports,PRT,Portugal,A,Annual,2011,2011,USD,US Dollar,14516864
AUS,Australia,EXP,Exports,PRT,Portugal,A,Annual,2012,2012,USD,US Dollar,9135830
AUS,Australia,EXP,Exports,PRT,Portugal,A,Annual,2013,2013,USD,US Dollar,15653815
AUS,Australia,EXP,Exports,PRT,Portugal,A,Annual,2014,2014,USD,US Dollar,16773381
AUS,Australia,EXP,Exports,PRT,Portugal,A,Annual,2015,2015,USD,US Dollar,13055788
AUS,Australia,EXP,Exports,PRT,Portugal,A,Annual,2016,2016,USD,US Dollar,12353269
AUS,Australia,EXP,Exports,PRT,Portugal,A,Annual,2017,2017,USD,US Dollar,40728145
AUS,Australia,EXP,Exports,PRT,Portugal,A,Annual,2018,2018,USD,US Dollar,30760131
AUS,Australia,EXP,Exports,PRT,Portugal,A,Annual,2019,2019,USD,US Dollar,11285682
AUS,Australia,EXP,Exports,PRT,Portugal,A,Annual,2020,2020,USD,US Dollar,10906714
AUS,Australia,EXP,Exports,SVK,Slovak Republic,A,Annual,2011,2011,USD,US Dollar,1864807
AUS,Australia,EXP,Exports,SVK,Slovak Republic,A,Annual,2012,2012,USD,US Dollar,2657697
AUS,Australia,EXP,Exports,SVK,Slovak Republic,A,Annual,2013,2013,USD,US Dollar,1318840
AUS,Australia,EXP,Exports,SVK,Slovak Republic,A,Annual,2014,2014,USD,US Dollar,2941010
AUS,Australia,EXP,Exports,SVK,Slovak Republic,A,Annual,2015,2015,USD,US Dollar,2566615
AUS,Australia,EXP,Exports,SVK,Slovak Republic,A,Annual,2016,2016,USD,US Dollar,17714457
AUS,Australia,EXP,Exports,SVK,Slovak Republic,A,Annual,2017,2017,USD,US Dollar,1985255
AUS,Australia,EXP,Exports,SVK,Slovak Republic,A,Annual,2018,2018,USD,US Dollar,2550903
AUS,Australia,EXP,Exports,SVK,Slovak Republic,A,Annual,2019,2019,USD,US Dollar,2923809
AUS,Australia,EXP,Exports,SVK,Slovak Republic,A,Annual,2020,2020,USD,US Dollar,2120108
AUS,Australia,EXP,Exports,ESP,Spain,A,Annual,2011,2011,USD,US Dollar,694315878
AUS,Australia,EXP,Exports,ESP,Spain,A,Annual,2012,2012,USD,US Dollar,487054437
AUS,Australia,EXP,Exports,ESP,Spain,A,Annual,2013,2013,USD,US Dollar,365283622
AUS,Australia,EXP,Exports,ESP,Spain,A,Annual,2014,2014,USD,US Dollar,441782191
AUS,Australia,EXP,Exports,ESP,Spain,A,Annual,2015,2015,USD,US Dollar,401321899
AUS,Australia,EXP,Exports,ESP,Spain,A,Annual,2016,2016,USD,US Dollar,347401430
AUS,Australia,EXP,Exports,ESP,Spain,A,Annual,2017,2017,USD,US Dollar,448716840
AUS,Australia,EXP,Exports,ESP,Spain,A,Annual,2018,2018,USD,US Dollar,647119881
AUS,Australia,EXP,Exports,ESP,Spain,A,Annual,2019,2019,USD,US Dollar,316401491
AUS,Australia,EXP,Exports,ESP,Spain,A,Annual,2020,2020,USD,US Dollar,318249463
AUS,Australia,EXP,Exports,SWE,Sweden,A,Annual,2011,2011,USD,US Dollar,450936984
AUS,Australia,EXP,Exports,SWE,Sweden,A,Annual,2012,2012,USD,US Dollar,356504109
AUS,Australia,EXP,Exports,SWE,Sweden,A,Annual,2013,2013,USD,US Dollar,238325470
AUS,Australia,EXP,Exports,SWE,Sweden,A,Annual,2014,2014,USD,US Dollar,255087664
AUS,Australia,EXP,Exports,SWE,Sweden,A,Annual,2015,2015,USD,US Dollar,208004910
AUS,Australia,EXP,Exports,SWE,Sweden,A,Annual,2016,2016,USD,US Dollar,184829695
AUS,Australia,EXP,Exports,SWE,Sweden,A,Annual,2017,2017,USD,US Dollar,229087397
AUS,Australia,EXP,Exports,SWE,Sweden,A,Annual,2018,2018,USD,US Dollar,293107378
AUS,Australia,EXP,Exports,SWE,Sweden,A,Annual,2019,2019,USD,US Dollar,359666352
AUS,Australia,EXP,Exports,SWE,Sweden,A,Annual,2020,2020,USD,US Dollar,220967745
AUS,Australia,EXP,Exports,CHE,Switzerland,A,Annual,2011,2011,USD,US Dollar,667820036
AUS,Australia,EXP,Exports,CHE,Switzerland,A,Annual,2012,2012,USD,US Dollar,685729357
AUS,Australia,EXP,Exports,CHE,Switzerland,A,Annual,2013,2013,USD,US Dollar,794732064
AUS,Australia,EXP,Exports,CHE,Switzerland,A,Annual,2014,2014,USD,US Dollar,494355453
AUS,Australia,EXP,Exports,CHE,Switzerland,A,Annual,2015,2015,USD,US Dollar,590274265
AUS,Australia,EXP,Exports,CHE,Switzerland,A,Annual,2016,2016,USD,US Dollar,779204931
AUS,Australia,EXP,Exports,CHE,Switzerland,A,Annual,2017,2017,USD,US Dollar,1093695476
AUS,Australia,EXP,Exports,CHE,Switzerland,A,Annual,2018,2018,USD,US Dollar,868674259
AUS,Australia,EXP,Exports,CHE,Switzerland,A,Annual,2019,2019,USD,US Dollar,1312098464
AUS,Australia,EXP,Exports,CHE,Switzerland,A,Annual,2020,2020,USD,US Dollar,1793366383
AUS,Australia,EXP,Exports,TUR,Turkey,A,Annual,2011,2011,USD,US Dollar,576995547
AUS,Australia,EXP,Exports,TUR,Turkey,A,Annual,2012,2012,USD,US Dollar,685620204
AUS,Australia,EXP,Exports,TUR,Turkey,A,Annual,2013,2013,USD,US Dollar,857393114
AUS,Australia,EXP,Exports,TUR,Turkey,A,Annual,2014,2014,USD,US Dollar,442779449
AUS,Australia,EXP,Exports,TUR,Turkey,A,Annual,2015,2015,USD,US Dollar,357280147
AUS,Australia,EXP,Exports,TUR,Turkey,A,Annual,2016,2016,USD,US Dollar,402620380
AUS,Australia,EXP,Exports,TUR,Turkey,A,Annual,2017,2017,USD,US Dollar,1121691386
AUS,Australia,EXP,Exports,TUR,Turkey,A,Annual,2018,2018,USD,US Dollar,330364692
AUS,Australia,EXP,Exports,TUR,Turkey,A,Annual,2019,2019,USD,US Dollar,340861226
AUS,Australia,EXP,Exports,TUR,Turkey,A,Annual,2020,2020,USD,US Dollar,276091377
AUS,Australia,EXP,Exports,GBR,United Kingdom,A,Annual,2011,2011,USD,US Dollar,7467858947
AUS,Australia,EXP,Exports,GBR,United Kingdom,A,Annual,2012,2012,USD,US Dollar,6621229282
AUS,Australia,EXP,Exports,GBR,United Kingdom,A,Annual,2013,2013,USD,US Dollar,3531071151
AUS,Australia,EXP,Exports,GBR,United Kingdom,A,Annual,2014,2014,USD,US Dollar,3307117589
AUS,Australia,EXP,Exports,GBR,United Kingdom,A,Annual,2015,2015,USD,US Dollar,2750048251
AUS,Australia,EXP,Exports,GBR,United Kingdom,A,Annual,2016,2016,USD,US Dollar,7422483085
AUS,Australia,EXP,Exports,GBR,United Kingdom,A,Annual,2017,2017,USD,US Dollar,4595057398
